codigo_ibge,municipio,percentual_sem_internet,renda_mediana_per_capita
3154705,Ribeirão Vermelho - MG,12.99,1125.0
3154804,Rio Acima - MG,15.72,1100.75
3154903,Rio Casca - MG,27.15,904.0
3155009,Rio Doce - MG,18.89,1022.5
3155108,Rio do Prado - MG,35.22,622.4
3155207,Rio Espera - MG,35.8,800.0
3155306,Rio Manso - MG,21.75,1150.0
3155405,Rio Novo - MG,17.58,969.6
3155504,Rio Paranaíba - MG,22.55,1042.4
3155603,Rio Pardo de Minas - MG,20.3,604.0
3155702,Rio Piracicaba - MG,22.87,1000.0
3155801,Rio Pomba - MG,14.45,1012.5
3155900,Rio Preto - MG,21.67,900.0
3156007,Rio Vermelho - MG,39.58,664.8
3156106,Ritápolis - MG,23.99,974.67
3156205,Rochedo de Minas - MG,20.12,937.5
3156304,Rodeiro - MG,16.74,981.0
3156403,Romaria - MG,11.51,1095.0
3156452,Rosário da Limeira - MG,18.86,969.6
3156502,Rubelita - MG,55.54,606.0
3156601,Rubim - MG,36.23,605.45
3156700,Sabará - MG,11.47,1125.0
3156809,Sabinópolis - MG,28.67,779.33
3156908,Sacramento - MG,12.05,1212.0
3157005,Salinas - MG,24.63,747.2
3157104,Salto da Divisa - MG,21.08,606.0
3157203,Santa Bárbara - MG,11.64,973.0
3157252,Santa Bárbara do Leste - MG,13.73,909.0
3157278,Santa Bárbara do Monte Verde - MG,26.18,750.0
3157302,Santa Bárbara do Tugúrio - MG,29.2,875.0
3157336,Santa Cruz de Minas - MG,15.21,909.0
3157377,Santa Cruz de Salinas - MG,41.87,606.0
3157401,Santa Cruz do Escalvado - MG,24.77,779.5
3157500,Santa Efigênia de Minas - MG,27.02,760.0
3157609,Santa Fé de Minas - MG,35.97,727.2
3157658,Santa Helena de Minas - MG,41.66,478.0
3157708,Santa Juliana - MG,9.02,1212.0
3157807,Santa Luzia - MG,11.31,981.0
3157906,Santa Margarida - MG,21.2,684.8
3158003,Santa Maria de Itabira - MG,17.21,904.0
3158102,Santa Maria do Salto - MG,24.64,606.0
3158201,Santa Maria do Suaçuí - MG,30.87,780.0
3158300,Santana da Vargem - MG,13.36,1212.0
3158409,Santana de Cataguases - MG,23.3,909.0
3158508,Santana de Pirapama - MG,39.5,706.0
3158607,Santana do Deserto - MG,15.61,924.8
3158706,Santana do Garambéu - MG,28.08,866.67
3158805,Santana do Jacaré - MG,23.99,1066.67
3158904,Santana do Manhuaçu - MG,16.67,606.0
3158953,Santana do Paraíso - MG,6.33,1053.0
3159001,Santana do Riacho - MG,16.21,1000.0
3159100,Santana dos Montes - MG,24.17,768.67
3159209,Santa Rita de Caldas - MG,22.91,1200.0
3159308,Santa Rita de Jacutinga - MG,17.16,904.0
3159357,Santa Rita de Minas - MG,17.57,808.0
3159407,Santa Rita de Ibitipoca - MG,35.64,746.0
3159506,Santa Rita do Itueto - MG,22.24,870.67
3159605,Santa Rita do Sapucaí - MG,10.35,1212.0
3159704,Santa Rosa da Serra - MG,19.98,944.33
3159803,Santa Vitória - MG,16.32,1200.0
3159902,Santo Antônio do Amparo - MG,21.99,937.5
3160009,Santo Antônio do Aventureiro - MG,24.45,1008.0
3160108,Santo Antônio do Grama - MG,17.55,928.0
3160207,Santo Antônio do Itambé - MG,46.04,500.0
3160306,Santo Antônio do Jacinto - MG,26.26,600.0
3160405,Santo Antônio do Monte - MG,17.15,1125.0
3160454,Santo Antônio do Retiro - MG,19.3,606.0
3160504,Santo Antônio do Rio Abaixo - MG,41.94,909.0
3160603,Santo Hipólito - MG,28.21,756.0
3160702,Santos Dumont - MG,18.79,903.43
3160801,São Bento Abade - MG,21.63,875.0
3160900,São Brás do Suaçuí - MG,16.81,1210.0
3160959,São Domingos das Dores - MG,10.35,844.8
3161007,São Domingos do Prata - MG,33.33,875.0
3161056,São Félix de Minas - MG,26.88,807.2
3161106,São Francisco - MG,25.91,570.67
3161205,São Francisco de Paula - MG,24.61,1000.0
3161304,São Francisco de Sales - MG,16.2,1050.0
3161403,São Francisco do Glória - MG,22.9,1004.0
3161502,São Geraldo - MG,23.97,904.8
3161601,São Geraldo da Piedade - MG,21.29,800.0
3161650,São Geraldo do Baixio - MG,12.8,800.0
3161700,São Gonçalo do Abaeté - MG,15.01,900.0
3161809,São Gonçalo do Pará - MG,20.1,1180.0
3161908,São Gonçalo do Rio Abaixo - MG,17.11,1000.0
3162005,São Gonçalo do Sapucaí - MG,21.54,933.33
3162104,São Gotardo - MG,18.22,1212.0
3162203,São João Batista do Glória - MG,12.99,1200.0
3162252,São João da Lagoa - MG,39.54,703.0
3162302,São João da Mata - MG,20.52,856.0
3162401,São João da Ponte - MG,30.28,606.0
3162450,São João das Missões - MG,38.44,524.8
3162500,São João del Rei - MG,12.18,1212.0
3162559,São João do Manhuaçu - MG,21.36,666.0
3162575,São João do Manteninha - MG,17.89,928.0
3162609,São João do Oriente - MG,17.04,850.0
3162658,São João do Pacuí - MG,23.97,564.8
3162708,São João do Paraíso - MG,26.35,700.0
3162807,São João Evangelista - MG,24.33,704.0
3162906,São João Nepomuceno - MG,14.93,1057.5
3162922,São Joaquim de Bicas - MG,12.9,875.0
3162948,São José da Barra - MG,14.92,1070.67
3162955,São José da Lapa - MG,7.09,1070.67
3163003,São José da Safira - MG,23.52,650.0
3163102,São José da Varginha - MG,24.08,1000.0
3163201,São José do Alegre - MG,15.2,622.67
3163300,São José do Divino - MG,24.23,750.0
3163409,São José do Goiabal - MG,19.14,953.0
3163508,São José do Jacuri - MG,33.45,606.0
3163607,São José do Mantimento - MG,15.77,933.33
3163706,São Lourenço - MG,9.82,1212.0
3163805,São Miguel do Anta - MG,26.35,850.0
3163904,São Pedro da União - MG,21.48,1210.0
3164001,São Pedro dos Ferros - MG,20.77,820.67
3164100,São Pedro do Suaçuí - MG,30.76,804.0
3164209,São Romão - MG,33.13,553.0
3164308,São Roque de Minas - MG,9.76,1250.0
3164407,São Sebastião da Bela Vista - MG,17.88,1000.0
3164431,São Sebastião da Vargem Alegre - MG,13.93,1000.0
3164472,São Sebastião do Anta - MG,14.13,781.0
3164506,São Sebastião do Maranhão - MG,39.81,600.0
3164605,São Sebastião do Oeste - MG,18.48,1133.33
3164704,São Sebastião do Paraíso - MG,14.95,1204.0
3164803,São Sebastião do Rio Preto - MG,23.84,900.0
3164902,São Sebastião do Rio Verde - MG,25.88,983.33
3165008,São Tiago - MG,22.02,1136.31
3165107,São Tomás de Aquino - MG,18.65,1038.5
3165206,São Tomé das Letras - MG,20.39,1022.4
3165305,São Vicente de Minas - MG,17.27,1000.0
3165404,Sapucaí-Mirim - MG,13.48,1000.0
3165503,Sardoá - MG,21.66,625.0
3165537,Sarzedo - MG,6.43,1101.0
3165552,Setubinha - MG,27.47,606.0
3165560,Sem-Peixe - MG,36.38,969.6
3165578,Senador Amaral - MG,22.37,1000.0
3165602,Senador Cortes - MG,18.35,909.0
3165701,Senador Firmino - MG,25.65,1000.0
3165800,Senador José Bento - MG,36.99,1133.33
3165909,Senador Modestino Gonçalves - MG,43.24,799.2
3166006,Senhora de Oliveira - MG,31.3,666.67
3166105,Senhora do Porto - MG,31.59,733.33
3166204,Senhora dos Remédios - MG,29.59,783.11
3166303,Sericita - MG,31.65,803.0
3166402,Seritinga - MG,24.86,969.6
3166501,Serra Azul de Minas - MG,46.92,600.0
3166600,Serra da Saudade - MG,14.93,1212.0
3166709,Serra dos Aimorés - MG,22.17,750.0
3166808,Serra do Salitre - MG,13.13,1204.0
3166907,Serrania - MG,21.22,969.6
3166956,Serranópolis de Minas - MG,30.26,650.0
3167004,Serranos - MG,19.36,909.0
3167103,Serro - MG,34.1,613.0
3167202,Sete Lagoas - MG,10.28,1200.0
3167301,Silveirânia - MG,23.75,976.67
3167400,Silvianópolis - MG,24.01,1200.0
3167509,Simão Pereira - MG,18.83,870.67
3167608,Simonésia - MG,13.37,790.86
3167707,Sobrália - MG,18.36,870.67
3167806,Soledade de Minas - MG,23.48,1000.0
3167905,Tabuleiro - MG,31.08,856.0
3168002,Taiobeiras - MG,22.3,800.0
3168051,Taparuba - MG,17.05,750.0
3168101,Tapira - MG,11.56,1133.33
3168200,Tapiraí - MG,41.64,1150.0
3168309,Taquaraçu de Minas - MG,25.36,825.0
3168408,Tarumirim - MG,15.81,808.0
3168507,Teixeiras - MG,26.31,969.6
3168606,Teófilo Otoni - MG,15.97,848.4
3168705,Timóteo - MG,8.14,1212.0
3168804,Tiradentes - MG,11.13,1204.8
3168903,Tiros - MG,12.75,1212.0
3169000,Tocantins - MG,17.75,1000.0
3169059,Tocos do Moji - MG,21.92,1200.0
3169109,Toledo - MG,19.32,1033.33
3169208,Tombos - MG,20.99,1000.0
3169307,Três Corações - MG,13.77,1000.0
3169356,Três Marias - MG,16.45,1004.0
3169406,Três Pontas - MG,11.37,1083.33
3169505,Tumiritinga - MG,18.05,750.0
3169604,Tupaciguara - MG,14.52,1166.67
3169703,Turmalina - MG,20.51,808.0
3169802,Turvolândia - MG,21.79,900.0
3169901,Ubá - MG,11.34,1150.0
3170008,Ubaí - MG,35.23,550.0
3170057,Ubaporanga - MG,17.08,906.0
3170107,Uberaba - MG,9.52,1300.0
3170206,Uberlândia - MG,7.56,1333.33
3170305,Umburatiba - MG,26.63,700.0
3170404,Unaí - MG,12.28,1212.0
3170438,União de Minas - MG,17.84,1062.4
3170479,Uruana de Minas - MG,30.62,833.33
3170503,Urucânia - MG,20.47,906.0
3170529,Urucuia - MG,27.5,575.0
3170578,Vargem Alegre - MG,16.48,808.0
3170602,Vargem Bonita - MG,12.88,1212.0
3170651,Vargem Grande do Rio Pardo - MG,22.25,750.0
3170701,Varginha - MG,9.12,1240.0
3170750,Varjão de Minas - MG,15.39,1125.0
3170800,Várzea da Palma - MG,19.48,808.0
3170909,Varzelândia - MG,35.71,583.33
3171006,Vazante - MG,12.4,1212.0
3171030,Verdelândia - MG,33.69,606.0
3171071,Veredinha - MG,25.64,737.33
3171105,Veríssimo - MG,21.09,1000.0
3171154,Vermelho Novo - MG,12.62,700.0
3171204,Vespasiano - MG,9.76,1000.0
3171303,Viçosa - MG,11.39,1130.0
3171402,Vieiras - MG,29.83,974.67
3171501,Mathias Lobato - MG,23.43,708.0
3171600,Virgem da Lapa - MG,26.16,756.0
3171709,Virgínia - MG,23.13,828.0
3171808,Virginópolis - MG,21.04,823.33
3171907,Virgolândia - MG,25.87,666.67
3172004,Visconde do Rio Branco - MG,14.93,1106.0
3172103,Volta Grande - MG,14.06,828.0
3172202,Wenceslau Braz - MG,20.76,928.36
3200102,Afonso Cláudio - ES,27.58,900.0
3200136,Águia Branca - ES,19.18,890.0
3200169,Água Doce do Norte - ES,28.25,775.0
3200201,Alegre - ES,21.71,900.0
3200300,Alfredo Chaves - ES,16.59,1212.0
3200359,Alto Rio Novo - ES,20.96,922.4
3200409,Anchieta - ES,10.48,1000.0
3200508,Apiacá - ES,25.93,808.0
3200607,Aracruz - ES,10.37,1070.67
3200706,Atílio Vivácqua - ES,17.26,900.0
3200805,Baixo Guandu - ES,13.3,981.0
3200904,Barra de São Francisco - ES,17.33,931.0
3201001,Boa Esperança - ES,21.66,906.0
3201100,Bom Jesus do Norte - ES,18.09,904.0
3201159,Brejetuba - ES,22.78,800.0
3201209,Cachoeiro de Itapemirim - ES,12.93,1170.67
3201308,Cariacica - ES,12.8,978.0
3201407,Castelo - ES,14.66,1212.0
3201506,Colatina - ES,13.03,1212.0
3201605,Conceição da Barra - ES,18.56,770.67
3201704,Conceição do Castelo - ES,23.62,1100.0
3201803,Divino de São Lourenço - ES,22.53,808.0
3201902,Domingos Martins - ES,20.75,1166.67
3202009,Dores do Rio Preto - ES,18.95,900.0
3202108,Ecoporanga - ES,30.73,808.0
3202207,Fundão - ES,16.76,1040.0
3202256,Governador Lindenberg - ES,23.05,1100.0
3202306,Guaçuí - ES,16.9,891.33
3202405,Guarapari - ES,12.25,1070.67
3202454,Ibatiba - ES,20.35,845.0
3202504,Ibiraçu - ES,10.38,1100.0
3202553,Ibitirama - ES,23.31,700.0
3202603,Iconha - ES,18.08,1200.0
3202652,Irupi - ES,23.7,1000.0
3202702,Itaguaçu - ES,19.05,1070.67
3202801,Itapemirim - ES,17.45,778.0
3202900,Itarana - ES,25.37,1200.0
3203007,Iúna - ES,20.26,866.67
3203056,Jaguaré - ES,15.49,933.33
3203106,Jerônimo Monteiro - ES,23.92,953.0
3203130,João Neiva - ES,16.85,1200.0
3203163,Laranja da Terra - ES,17.78,1053.0
3203205,Linhares - ES,12.03,1066.67
3203304,Mantenópolis - ES,18.03,837.33
3203320,Marataízes - ES,13.83,856.0
3203346,Marechal Floriano - ES,19.19,1167.5
3203353,Marilândia - ES,17.47,1212.0
3203403,Mimoso do Sul - ES,25.55,852.0
3203502,Montanha - ES,21.88,833.33
3203601,Mucurici - ES,23.97,726.0
3203700,Muniz Freire - ES,24.4,800.0
3203809,Muqui - ES,22.27,1070.67
3203908,Nova Venécia - ES,16.47,1100.0
3204005,Pancas - ES,27.48,822.4
3204054,Pedro Canário - ES,20.2,807.2
3204104,Pinheiros - ES,18.61,842.4
3204203,Piúma - ES,11.24,904.0
3204252,Ponto Belo - ES,27.9,637.33
3204302,Presidente Kennedy - ES,24.53,806.0
3204351,Rio Bananal - ES,14.36,933.33
3204401,Rio Novo do Sul - ES,21.77,982.4
3204500,Santa Leopoldina - ES,22.58,909.0
3204559,Santa Maria de Jetibá - ES,16.6,1075.0
3204609,Santa Teresa - ES,15.75,1227.2
3204658,São Domingos do Norte - ES,24.9,1000.0
3204708,São Gabriel da Palha - ES,9.87,1098.33
3204807,São José do Calçado - ES,24.07,933.33
3204906,São Mateus - ES,12.12,975.0
3204955,São Roque do Canaã - ES,20.52,1127.2
3205002,Serra - ES,9.03,1100.0
3205010,Sooretama - ES,17.97,908.0
3205036,Vargem Alta - ES,17.39,1080.0
3205069,Venda Nova do Imigrante - ES,15.97,1212.0
3205101,Viana - ES,12.74,960.0
3205150,Vila Pavão - ES,22.83,808.0
3205176,Vila Valério - ES,14.4,1000.0
3205200,Vila Velha - ES,7.82,1306.0
3205309,Vitória - ES,7.31,1750.0
3300100,Angra dos Reis - RJ,11.42,1000.0
3300159,Aperibé - RJ,15.01,1166.67
3300209,Araruama - RJ,15.17,904.0
3300225,Areal - RJ,15.1,941.33
3300233,Armação dos Búzios - RJ,7.31,1166.67
3300258,Arraial do Cabo - RJ,7.54,1066.67
3300308,Barra do Piraí - RJ,12.43,1103.0
3300407,Barra Mansa - RJ,11.02,1034.0
3300456,Belford Roxo - RJ,17.01,700.0
3300506,Bom Jardim - RJ,12.15,1007.2
3300605,Bom Jesus do Itabapoana - RJ,13.88,1050.0
3300704,Cabo Frio - RJ,8.16,1000.0
3300803,Cachoeiras de Macacu - RJ,16.8,813.75
3300902,Cambuci - RJ,20.57,942.4
3300936,Carapebus - RJ,16.58,833.33
3300951,Comendador Levy Gasparian - RJ,13.36,933.33
3301009,Campos dos Goytacazes - RJ,16.76,824.8
3301108,Cantagalo - RJ,18.41,808.0
3301157,Cardoso Moreira - RJ,20.79,833.33
3301207,Carmo - RJ,14.06,909.0
3301306,Casimiro de Abreu - RJ,12.58,1000.0
3301405,Conceição de Macabu - RJ,14.42,900.0
3301504,Cordeiro - RJ,12.41,1000.0
3301603,Duas Barras - RJ,15.25,850.0
3301702,Duque de Caxias - RJ,14.28,806.0
3301801,Engenheiro Paulo de Frontin - RJ,10.83,950.0
3301850,Guapimirim - RJ,11.89,818.67
3301876,Iguaba Grande - RJ,10.0,1066.67
3301900,Itaboraí - RJ,17.14,833.33
3302007,Itaguaí - RJ,15.09,840.0
3302056,Italva - RJ,21.64,925.0
3302106,Itaocara - RJ,18.06,1100.0
3302205,Itaperuna - RJ,13.61,1128.0
3302254,Itatiaia - RJ,11.89,1050.0
3302270,Japeri - RJ,19.63,606.0
3302304,Laje do Muriaé - RJ,26.78,849.6
3302403,Macaé - RJ,11.44,1100.0
3302452,Macuco - RJ,13.51,903.0
3302502,Magé - RJ,13.76,792.86
3302601,Mangaratiba - RJ,12.16,1016.67
3302700,Maricá - RJ,7.23,1200.0
3302809,Mendes - RJ,12.16,1008.0
3302858,Mesquita - RJ,16.17,803.0
3302908,Miguel Pereira - RJ,9.9,1212.0
3303005,Miracema - RJ,15.68,920.0
3303104,Natividade - RJ,14.19,1019.67
3303203,Nilópolis - RJ,12.24,980.0
3303302,Niterói - RJ,8.75,2000.0
3303401,Nova Friburgo - RJ,10.35,1212.0
3303500,Nova Iguaçu - RJ,15.43,760.0
3303609,Paracambi - RJ,11.92,1000.0
3303708,Paraíba do Sul - RJ,13.34,870.67
3303807,Paraty - RJ,13.25,1100.0
3303856,Paty do Alferes - RJ,13.89,860.0
3303906,Petrópolis - RJ,9.86,1206.0
3303955,Pinheiral - RJ,11.52,1000.0
3304003,Piraí - RJ,11.0,1050.0
3304102,Porciúncula - RJ,15.92,956.0
3304110,Porto Real - RJ,8.71,935.0
3304128,Quatis - RJ,13.75,944.57
3304144,Queimados - RJ,13.64,700.0
3304151,Quissamã - RJ,18.13,780.0
3304201,Resende - RJ,9.67,1212.0
3304300,Rio Bonito - RJ,13.63,1025.0
3304409,Rio Claro - RJ,18.16,975.0
3304508,Rio das Flores - RJ,18.14,862.4
3304524,Rio das Ostras - RJ,7.59,1212.0
3304557,Rio de Janeiro - RJ,10.45,1212.0
3304607,Santa Maria Madalena - RJ,22.17,951.0
3304706,Santo Antônio de Pádua - RJ,15.7,942.4
3304755,São Francisco de Itabapoana - RJ,22.36,666.67
3304805,São Fidélis - RJ,20.57,900.0
3304904,São Gonçalo - RJ,14.98,909.0
3305000,São João da Barra - RJ,19.99,733.33
3305109,São João de Meriti - RJ,14.29,820.0
3305133,São José de Ubá - RJ,25.93,940.5
3305158,São José do Vale do Rio Preto - RJ,12.22,909.0
3305208,São Pedro da Aldeia - RJ,10.87,1000.0
3305307,São Sebastião do Alto - RJ,31.87,856.0
3305406,Sapucaia - RJ,13.16,984.0
3305505,Saquarema - RJ,10.69,1000.0
3305554,Seropédica - RJ,14.1,800.0
3305604,Silva Jardim - RJ,19.56,806.0
3305703,Sumidouro - RJ,13.47,1004.0
3305752,Tanguá - RJ,16.54,750.0
3305802,Teresópolis - RJ,10.9,1166.67
3305901,Trajano de Moraes - RJ,23.99,808.0
3306008,Três Rios - RJ,11.47,1000.0
3306107,Valença - RJ,14.19,1003.33
3306156,Varre-Sai - RJ,17.68,800.0
3306206,Vassouras - RJ,16.5,1000.5
3306305,Volta Redonda - RJ,7.83,1222.22
3500105,Adamantina - SP,11.73,1337.33
3500204,Adolfo - SP,18.0,1212.0
3500303,Aguaí - SP,10.64,1016.67
3500402,Águas da Prata - SP,14.6,1300.0
3500501,Águas de Lindóia - SP,6.85,1356.0
3500550,Águas de Santa Bárbara - SP,7.22,1337.33
3500600,Águas de São Pedro - SP,5.98,2040.0
3500709,Agudos - SP,10.05,1212.0
3500758,Alambari - SP,21.7,1050.0
3500808,Alfredo Marcondes - SP,19.06,1212.0
3500907,Altair - SP,10.79,1200.0
3501004,Altinópolis - SP,14.84,1166.67
3501103,Alto Alegre - SP,21.28,1210.0
3501152,Alumínio - SP,11.81,1225.0
3501202,Álvares Florence - SP,18.98,1200.0
3501301,Álvares Machado - SP,10.04,1150.0
3501400,Álvaro de Carvalho - SP,21.4,950.0
3501509,Alvinlândia - SP,21.45,916.5
3501608,Americana - SP,6.6,1666.67
3501707,Américo Brasiliense - SP,8.14,1064.29
3501806,Américo de Campos - SP,16.39,1212.0
3501905,Amparo - SP,9.52,1462.5
3502002,Analândia - SP,12.9,1210.0
3502101,Andradina - SP,10.83,1258.33
3502200,Angatuba - SP,10.71,1176.0
3502309,Anhembi - SP,15.99,962.5
3502408,Anhumas - SP,14.79,1078.0
3502507,Aparecida - SP,10.94,1106.5
3502606,Aparecida d'Oeste - SP,12.93,1200.0
3502705,Apiaí - SP,24.2,900.0
3502754,Araçariguama - SP,10.13,1100.0
3502804,Araçatuba - SP,8.75,1350.0
3502903,Araçoiaba da Serra - SP,8.23,1300.0
3503000,Aramina - SP,15.63,1212.0
3503109,Arandu - SP,12.61,1050.0
3503158,Arapeí - SP,29.27,857.0
3503208,Araraquara - SP,8.86,1356.0
3503307,Araras - SP,8.32,1350.0
3503356,Arco-Íris - SP,34.11,1040.0
3503406,Arealva - SP,17.87,1237.33
3503505,Areias - SP,24.37,866.67
3503604,Areiópolis - SP,7.79,1120.0
3503703,Ariranha - SP,15.29,1250.0
3503802,Artur Nogueira - SP,8.55,1237.33
3503901,Arujá - SP,8.15,1206.0
3503950,Aspásia - SP,16.54,1212.0
3504008,Assis - SP,9.52,1407.2
3504107,Atibaia - SP,10.28,1470.0
3504206,Auriflama - SP,11.81,1212.0
3504305,Avaí - SP,19.59,1032.4
3504404,Avanhandava - SP,10.72,1000.0
3504503,Avaré - SP,9.69,1212.0
3504602,Bady Bassitt - SP,7.1,1400.0
3504701,Balbinos - SP,12.64,1228.0
3504800,Bálsamo - SP,11.67,1212.0
3504909,Bananal - SP,14.44,933.33
3505005,Barão de Antonina - SP,29.02,808.0
3505104,Barbosa - SP,16.72,906.0
3505203,Bariri - SP,12.88,1314.67
3505302,Barra Bonita - SP,9.16,1380.0
3505351,Barra do Chapéu - SP,29.48,700.0
3505401,Barra do Turvo - SP,28.89,806.0
3505500,Barretos - SP,8.97,1328.0
3505609,Barrinha - SP,11.05,1133.33
3505708,Barueri - SP,6.5,1302.4
3505807,Bastos - SP,12.86,1178.0
3505906,Batatais - SP,8.91,1296.0
3506003,Bauru - SP,8.48,1400.0
3506102,Bebedouro - SP,9.49,1250.0
3506201,Bento de Abreu - SP,10.03,1212.0
3506300,Bernardino de Campos - SP,16.03,1133.33
3506359,Bertioga - SP,10.57,1000.0
3506409,Bilac - SP,10.44,1300.0
3506508,Birigui - SP,10.33,1256.0
3506607,Biritiba Mirim - SP,16.05,1000.0
3506706,Boa Esperança do Sul - SP,13.37,1044.8
3506805,Bocaina - SP,14.33,1250.0
3506904,Bofete - SP,13.56,1176.0
3507001,Boituva - SP,8.51,1266.67
3507100,Bom Jesus dos Perdões - SP,10.01,1206.0
3507159,Bom Sucesso de Itararé - SP,16.68,866.67
3507209,Borá - SP,22.36,1200.0
3507308,Boracéia - SP,13.76,1125.0
3507407,Borborema - SP,13.24,1200.0
3507456,Borebi - SP,13.46,1060.0
3507506,Botucatu - SP,8.81,1333.33
3507605,Bragança Paulista - SP,9.29,1337.33
3507704,Braúna - SP,18.46,1150.0
3507753,Brejo Alegre - SP,9.88,1165.67
3507803,Brodowski - SP,10.05,1273.33
3507902,Brotas - SP,14.08,1100.0
3508009,Buri - SP,15.54,720.0
3508108,Buritama - SP,12.62,1200.0
3508207,Buritizal - SP,9.96,1250.0
3508306,Cabrália Paulista - SP,14.96,1050.0
3508405,Cabreúva - SP,8.7,1212.0
3508504,Caçapava - SP,10.47,1141.33
3508603,Cachoeira Paulista - SP,13.43,928.0
3508702,Caconde - SP,16.22,1025.0
3508801,Cafelândia - SP,15.09,1200.0
3508900,Caiabu - SP,22.29,1200.0
3509007,Caieiras - SP,9.03,1200.0
3509106,Caiuá - SP,18.3,1000.0
3509205,Cajamar - SP,7.2,1212.0
3509254,Cajati - SP,13.4,873.86
3509304,Cajobi - SP,14.56,1212.0
3509403,Cajuru - SP,17.42,1093.33
3509452,Campina do Monte Alegre - SP,11.48,1070.67
3509502,Campinas - SP,8.07,1500.0
3509601,Campo Limpo Paulista - SP,7.83,1200.0
3509700,Campos do Jordão - SP,9.65,1212.0
3509809,Campos Novos Paulista - SP,11.22,1025.0
3509908,Cananéia - SP,11.29,981.0
3509957,Canas - SP,14.69,853.0
3510005,Cândido Mota - SP,11.62,1208.0
3510104,Cândido Rodrigues - SP,13.96,1212.0
3510153,Canitar - SP,10.39,1040.0
3510203,Capão Bonito - SP,18.9,906.0
3510302,Capela do Alto - SP,17.3,808.0
3510401,Capivari - SP,9.02,1175.0
3510500,Caraguatatuba - SP,8.35,1050.0
3510609,Carapicuíba - SP,11.12,1068.25
3510708,Cardoso - SP,20.27,1212.0
3510807,Casa Branca - SP,10.22,1200.0
3510906,Cássia dos Coqueiros - SP,22.12,1200.0
3511003,Castilho - SP,14.35,1125.0
3511102,Catanduva - SP,10.44,1400.0
3511201,Catiguá - SP,13.61,1212.0
3511300,Cedral - SP,12.7,1356.0
3511409,Cerqueira César - SP,13.38,1150.0
3511508,Cerquilho - SP,7.92,1375.0
3511607,Cesário Lange - SP,16.07,1067.33
3511706,Charqueada - SP,9.31,1200.0
3511904,Clementina - SP,8.5,1133.33
3512001,Colina - SP,8.72,1212.0
3512100,Colômbia - SP,16.7,1070.67
3512209,Conchal - SP,11.76,1075.0
3512308,Conchas - SP,10.8,1200.0
3512407,Cordeirópolis - SP,9.83,1346.75
3512506,Coroados - SP,15.23,1210.0
3512605,Coronel Macedo - SP,31.56,1000.67
3512704,Corumbataí - SP,16.07,1236.0
3512803,Cosmópolis - SP,6.78,1250.0
3512902,Cosmorama - SP,16.24,1202.4
3513009,Cotia - SP,7.86,1308.0
3513108,Cravinhos - SP,15.45,1212.0
3513207,Cristais Paulista - SP,10.78,1200.0
3513306,Cruzália - SP,16.42,1200.0
3513405,Cruzeiro - SP,12.16,1084.8
3513504,Cubatão - SP,10.39,960.0
3513603,Cunha - SP,28.54,900.0
3513702,Descalvado - SP,11.38,1333.33
3513801,Diadema - SP,8.74,1180.0
3513850,Dirce Reis - SP,19.0,1212.0
3513900,Divinolândia - SP,17.24,1227.2
3514007,Dobrada - SP,9.65,1100.0
3514106,Dois Córregos - SP,12.63,1025.0
3514205,Dolcinópolis - SP,20.77,1200.0
3514304,Dourado - SP,15.86,1315.0
3514403,Dracena - SP,13.06,1356.0
3514502,Duartina - SP,15.09,1212.0
3514601,Dumont - SP,5.97,1266.67
3514700,Echaporã - SP,20.27,1100.0
3514809,Eldorado - SP,25.64,800.0
3514908,Elias Fausto - SP,9.32,1100.0
3514924,Elisiário - SP,12.58,1212.0
3514957,Embaúba - SP,16.29,1212.0
3515004,Embu das Artes - SP,12.35,970.67
3515103,Embu-Guaçu - SP,11.59,1000.0
3515129,Emilianópolis - SP,18.79,1166.67
3515152,Engenheiro Coelho - SP,9.91,1175.0
3515186,Espírito Santo do Pinhal - SP,12.15,1360.4
3515194,Espírito Santo do Turvo - SP,15.87,966.67
3515202,Estrela d'Oeste - SP,13.49,1300.0
3515301,Estrela do Norte - SP,13.18,1088.0
3515350,Euclides da Cunha Paulista - SP,14.59,882.4
3515400,Fartura - SP,13.19,1166.67
3515509,Fernandópolis - SP,11.02,1325.0
3515608,Fernando Prestes - SP,13.45,1257.0
3515657,Fernão - SP,15.01,1050.0
3515707,Ferraz de Vasconcelos - SP,8.53,968.0
3515806,Flora Rica - SP,22.46,1200.0
3515905,Floreal - SP,15.12,1212.0
3516002,Flórida Paulista - SP,18.16,1020.0
3516101,Florínea - SP,16.79,1125.0
3516200,Franca - SP,8.8,1250.0
3516309,Francisco Morato - SP,11.24,833.33
3516408,Franco da Rocha - SP,8.52,1076.0
3516507,Gabriel Monteiro - SP,13.91,1356.0
3516606,Gália - SP,21.22,1180.0
3516705,Garça - SP,10.97,1212.0
3516804,Gastão Vidigal - SP,19.02,1165.0
3516853,Gavião Peixoto - SP,17.85,1200.0
3516903,General Salgado - SP,10.45,1212.0
3517000,Getulina - SP,15.29,1000.0
3517109,Glicério - SP,14.18,1066.67
3517208,Guaiçara - SP,12.03,1033.33
3517307,Guaimbê - SP,20.48,1000.0
3517406,Guaíra - SP,11.35,1250.0
3517505,Guapiaçu - SP,10.59,1325.0
3517604,Guapiara - SP,26.83,750.0
3517703,Guará - SP,18.25,1053.0
