codigo_ibge,municipio,percentual_sem_internet
2517209,Vieirópolis - PB,28.44
2517407,Zabelê - PB,22.9
2600054,Abreu e Lima - PE,12.7
2600104,Afogados da Ingazeira - PE,17.93
2600203,Afrânio - PE,31.55
2600302,Agrestina - PE,27.49
2600401,Água Preta - PE,18.19
2600500,Águas Belas - PE,32.85
2600609,Alagoinha - PE,20.23
2600708,Aliança - PE,24.25
2600807,Altinho - PE,32.11
2600906,Amaraji - PE,26.69
2601003,Angelim - PE,28.35
2601052,Araçoiaba - PE,26.39
2601102,Araripina - PE,24.42
2601201,Arcoverde - PE,15.62
2601300,Barra de Guabiraba - PE,24.28
2601409,Barreiros - PE,17.49
2601508,Belém de Maria - PE,28.56
2601607,Belém do São Francisco - PE,21.75
2601706,Belo Jardim - PE,19.78
2601805,Betânia - PE,24.87
2601904,Bezerros - PE,23.72
2602001,Bodocó - PE,28.9
2602100,Bom Conselho - PE,30.23
2602209,Bom Jardim - PE,25.92
2602308,Bonito - PE,30.33
2602407,Brejão - PE,26.74
2602506,Brejinho - PE,13.89
2602605,Brejo da Madre de Deus - PE,27.6
2602704,Buenos Aires - PE,27.85
2602803,Buíque - PE,38.46
2602902,Cabo de Santo Agostinho - PE,13.99
2603009,Cabrobó - PE,25.92
2603108,Cachoeirinha - PE,21.64
2603207,Caetés - PE,21.63
2603306,Calçado - PE,28.83
2603405,Calumbi - PE,18.05
2603454,Camaragibe - PE,13.24
2603504,Camocim de São Félix - PE,19.63
2603603,Camutanga - PE,24.45
2603702,Canhotinho - PE,33.02
2603801,Capoeiras - PE,23.61
2603900,Carnaíba - PE,24.55
2603926,Carnaubeira da Penha - PE,39.97
2604007,Carpina - PE,13.81
2604106,Caruaru - PE,12.95
2604155,Casinhas - PE,25.36
2604205,Catende - PE,21.3
2604304,Cedro - PE,20.59
2604403,Chã de Alegria - PE,27.16
2604502,Chã Grande - PE,29.74
2604601,Condado - PE,19.82
2604700,Correntes - PE,26.35
2604809,Cortês - PE,18.44
2604908,Cumaru - PE,33.62
2605004,Cupira - PE,22.19
2605103,Custódia - PE,20.49
2605152,Dormentes - PE,20.4
2605202,Escada - PE,18.44
2605301,Exu - PE,23.66
2605400,Feira Nova - PE,27.06
2605459,Fernando de Noronha - PE,7.31
2605509,Ferreiros - PE,25.15
2605608,Flores - PE,27.35
2605707,Floresta - PE,18.47
2605806,Frei Miguelinho - PE,23.02
2605905,Gameleira - PE,18.47
2606002,Garanhuns - PE,12.84
2606101,Glória do Goitá - PE,31.73
2606200,Goiana - PE,17.58
2606309,Granito - PE,19.2
2606408,Gravatá - PE,19.48
2606507,Iati - PE,30.26
2606606,Ibimirim - PE,26.15
2606705,Ibirajuba - PE,27.79
2606804,Igarassu - PE,14.08
2606903,Iguaracy - PE,27.37
2607000,Inajá - PE,38.38
2607109,Ingazeira - PE,14.24
2607208,Ipojuca - PE,13.57
2607307,Ipubi - PE,36.81
2607406,Itacuruba - PE,24.52
2607505,Itaíba - PE,22.13
2607604,Ilha de Itamaracá - PE,18.5
2607653,Itambé - PE,24.48
2607703,Itapetim - PE,18.89
2607752,Itapissuma - PE,14.84
2607802,Itaquitinga - PE,30.98
2607901,Jaboatão dos Guararapes - PE,11.74
2607950,Jaqueira - PE,24.78
2608008,Jataúba - PE,25.65
2608057,Jatobá - PE,23.45
2608107,João Alfredo - PE,27.86
2608206,Joaquim Nabuco - PE,20.63
2608255,Jucati - PE,26.33
2608305,Jupi - PE,23.54
2608404,Jurema - PE,30.33
2608453,Lagoa do Carro - PE,23.2
2608503,Lagoa de Itaenga - PE,26.04
2608602,Lagoa do Ouro - PE,31.71
2608701,Lagoa dos Gatos - PE,27.07
2608750,Lagoa Grande - PE,19.1
2608800,Lajedo - PE,22.98
2608909,Limoeiro - PE,26.01
2609006,Macaparana - PE,22.15
2609105,Machados - PE,23.76
2609154,Manari - PE,45.11
2609204,Maraial - PE,26.63
2609303,Mirandiba - PE,24.26
2609402,Moreno - PE,19.69
2609501,Nazaré da Mata - PE,23.71
2609600,Olinda - PE,12.89
2609709,Orobó - PE,24.36
2609808,Orocó - PE,18.03
2609907,Ouricuri - PE,26.24
2610004,Palmares - PE,17.66
2610103,Palmeirina - PE,29.96
2610202,Panelas - PE,34.89
2610301,Paranatama - PE,27.09
2610400,Parnamirim - PE,24.6
2610509,Passira - PE,29.59
2610608,Paudalho - PE,18.41
2610707,Paulista - PE,9.51
2610806,Pedra - PE,33.31
2610905,Pesqueira - PE,25.2
2611002,Petrolândia - PE,19.29
2611101,Petrolina - PE,9.82
2611200,Poção - PE,40.49
2611309,Pombos - PE,26.95
2611408,Primavera - PE,24.99
2611507,Quipapá - PE,26.91
2611533,Quixaba - PE,28.71
2611606,Recife - PE,10.59
2611705,Riacho das Almas - PE,29.36
2611804,Ribeirão - PE,21.34
2611903,Rio Formoso - PE,22.14
2612000,Sairé - PE,34.56
2612109,Salgadinho - PE,33.98
2612208,Salgueiro - PE,18.0
2612307,Saloá - PE,31.5
2612406,Sanharó - PE,24.38
2612455,Santa Cruz - PE,24.85
2612471,Santa Cruz da Baixa Verde - PE,25.99
2612505,Santa Cruz do Capibaribe - PE,11.16
2612554,Santa Filomena - PE,25.25
2612604,Santa Maria da Boa Vista - PE,23.0
2612703,Santa Maria do Cambucá - PE,22.81
2612802,Santa Terezinha - PE,19.33
2612901,São Benedito do Sul - PE,25.56
2613008,São Bento do Una - PE,25.88
2613107,São Caitano - PE,27.98
2613206,São João - PE,23.92
2613305,São Joaquim do Monte - PE,27.78
2613404,São José da Coroa Grande - PE,15.13
2613503,São José do Belmonte - PE,24.02
2613602,São José do Egito - PE,23.39
2613701,São Lourenço da Mata - PE,18.43
2613800,São Vicente Férrer - PE,22.01
2613909,Serra Talhada - PE,19.84
2614006,Serrita - PE,20.4
2614105,Sertânia - PE,26.2
2614204,Sirinhaém - PE,15.72
2614303,Moreilândia - PE,24.12
2614402,Solidão - PE,21.31
2614501,Surubim - PE,18.17
2614600,Tabira - PE,19.14
2614709,Tacaimbó - PE,35.55
2614808,Tacaratu - PE,32.89
2614857,Tamandaré - PE,13.16
2615003,Taquaritinga do Norte - PE,18.69
2615102,Terezinha - PE,32.43
2615201,Terra Nova - PE,22.88
2615300,Timbaúba - PE,22.51
2615409,Toritama - PE,15.05
2615508,Tracunhaém - PE,20.92
2615607,Trindade - PE,23.86
2615706,Triunfo - PE,16.78
2615805,Tupanatinga - PE,31.47
2615904,Tuparetama - PE,15.26
2616001,Venturosa - PE,24.02
2616100,Verdejante - PE,27.79
2616183,Vertente do Lério - PE,28.35
2616209,Vertentes - PE,18.59
2616308,Vicência - PE,23.9
2616407,Vitória de Santo Antão - PE,18.22
2616506,Xexéu - PE,15.71
2700102,Água Branca - AL,26.4
2700201,Anadia - AL,40.52
2700300,Arapiraca - AL,14.64
2700409,Atalaia - AL,22.88
2700508,Barra de Santo Antônio - AL,15.03
2700607,Barra de São Miguel - AL,12.94
2700706,Batalha - AL,21.26
2700805,Belém - AL,26.4
2700904,Belo Monte - AL,28.56
2701001,Boca da Mata - AL,28.32
2701100,Branquinha - AL,27.17
2701209,Cacimbinhas - AL,38.75
2701308,Cajueiro - AL,21.56
2701357,Campestre - AL,24.59
2701407,Campo Alegre - AL,20.18
2701506,Campo Grande - AL,39.8
2701605,Canapi - AL,31.07
2701704,Capela - AL,20.4
2701803,Carneiros - AL,28.05
2701902,Chã Preta - AL,38.33
2702009,Coité do Nóia - AL,24.94
2702108,Colônia Leopoldina - AL,23.98
2702207,Coqueiro Seco - AL,22.48
2702306,Coruripe - AL,18.03
2702355,Craíbas - AL,23.94
2702405,Delmiro Gouveia - AL,15.48
2702504,Dois Riachos - AL,28.73
2702553,Estrela de Alagoas - AL,40.49
2702603,Feira Grande - AL,30.8
2702702,Feliz Deserto - AL,19.88
2702801,Flexeiras - AL,32.43
2702900,Girau do Ponciano - AL,38.58
2703007,Ibateguara - AL,26.42
2703106,Igaci - AL,31.78
2703205,Igreja Nova - AL,31.4
2703304,Inhapi - AL,37.11
2703403,Jacaré dos Homens - AL,40.76
2703502,Jacuípe - AL,22.53
2703601,Japaratinga - AL,22.5
2703700,Jaramataia - AL,35.07
2703759,Jequiá da Praia - AL,12.65
2703809,Joaquim Gomes - AL,27.13
2703908,Jundiá - AL,28.75
2704005,Junqueiro - AL,22.99
2704104,Lagoa da Canoa - AL,26.27
2704203,Limoeiro de Anadia - AL,22.25
2704302,Maceió - AL,10.35
2704401,Major Isidoro - AL,24.12
2704500,Maragogi - AL,18.77
2704609,Maravilha - AL,31.38
2704708,Marechal Deodoro - AL,16.1
2704807,Maribondo - AL,23.33
2704906,Mar Vermelho - AL,26.18
2705002,Mata Grande - AL,38.84
2705101,Matriz de Camaragibe - AL,24.65
2705200,Messias - AL,20.34
2705309,Minador do Negrão - AL,26.51
2705408,Monteirópolis - AL,34.24
2705507,Murici - AL,16.71
2705606,Novo Lino - AL,23.81
2705705,Olho d'Água das Flores - AL,25.49
2705804,Olho d'Água do Casado - AL,24.4
2705903,Olho d'Água Grande - AL,38.36
2706000,Olivença - AL,42.55
2706109,Ouro Branco - AL,24.21
2706208,Palestina - AL,33.03
2706307,Palmeira dos Índios - AL,23.13
2706406,Pão de Açúcar - AL,24.31
2706422,Pariconha - AL,22.19
2706448,Paripueira - AL,12.45
2706505,Passo de Camaragibe - AL,17.72
2706604,Paulo Jacinto - AL,26.32
2706703,Penedo - AL,19.31
2706802,Piaçabuçu - AL,23.88
2706901,Pilar - AL,15.19
2707008,Pindoba - AL,30.53
2707107,Piranhas - AL,15.25
2707206,Poço das Trincheiras - AL,43.86
2707305,Porto Calvo - AL,21.04
2707404,Porto de Pedras - AL,26.04
2707503,Porto Real do Colégio - AL,25.78
2707602,Quebrangulo - AL,32.6
2707701,Rio Largo - AL,12.52
2707800,Roteiro - AL,18.79
2707909,Santa Luzia do Norte - AL,13.47
2708006,Santana do Ipanema - AL,27.85
2708105,Santana do Mundaú - AL,25.66
2708204,São Brás - AL,37.58
2708303,São José da Laje - AL,17.49
2708402,São José da Tapera - AL,26.55
2708501,São Luís do Quitunde - AL,22.66
2708600,São Miguel dos Campos - AL,13.78
2708709,São Miguel dos Milagres - AL,19.81
2708808,São Sebastião - AL,21.53
2708907,Satuba - AL,8.52
2708956,Senador Rui Palmeira - AL,39.83
2709004,Tanque d'Arca - AL,29.43
2709103,Taquarana - AL,26.72
2709152,Teotônio Vilela - AL,18.25
2709202,Traipu - AL,35.58
2709301,União dos Palmares - AL,21.02
2709400,Viçosa - AL,23.8
2800100,Amparo do São Francisco - SE,28.57
2800209,Aquidabã - SE,29.5
2800308,Aracaju - SE,9.39
2800407,Arauá - SE,27.67
2800506,Areia Branca - SE,21.39
2800605,Barra dos Coqueiros - SE,8.98
2800670,Boquim - SE,21.02
2800704,Brejo Grande - SE,36.66
2801009,Campo do Brito - SE,22.46
2801108,Canhoba - SE,39.27
2801207,Canindé de São Francisco - SE,18.97
2801306,Capela - SE,35.49
2801405,Carira - SE,25.2
2801504,Carmópolis - SE,15.25
2801603,Cedro de São João - SE,33.01
2801702,Cristinápolis - SE,32.79
2801900,Cumbe - SE,34.62
2802007,Divina Pastora - SE,19.75
2802106,Estância - SE,25.43
2802205,Feira Nova - SE,29.45
2802304,Frei Paulo - SE,20.91
2802403,Gararu - SE,27.55
2802502,General Maynard - SE,23.29
2802601,Graccho Cardoso - SE,43.27
2802700,Ilha das Flores - SE,34.34
2802809,Indiaroba - SE,35.09
2802908,Itabaiana - SE,18.42
2803005,Itabaianinha - SE,30.28
2803104,Itabi - SE,39.73
2803203,Itaporanga d'Ajuda - SE,24.48
2803302,Japaratuba - SE,25.31
2803401,Japoatã - SE,28.43
2803500,Lagarto - SE,17.64
2803609,Laranjeiras - SE,17.18
2803708,Macambira - SE,31.75
2803807,Malhada dos Bois - SE,25.69
2803906,Malhador - SE,25.86
2804003,Maruim - SE,20.77
2804102,Moita Bonita - SE,27.33
2804201,Monte Alegre de Sergipe - SE,21.72
2804300,Muribeca - SE,23.95
2804409,Neópolis - SE,23.5
2804458,Nossa Senhora Aparecida - SE,18.7
2804508,Nossa Senhora da Glória - SE,23.14
2804607,Nossa Senhora das Dores - SE,31.0
2804706,Nossa Senhora de Lourdes - SE,25.41
2804805,Nossa Senhora do Socorro - SE,12.87
2804904,Pacatuba - SE,38.91
2805000,Pedra Mole - SE,20.9
2805109,Pedrinhas - SE,29.94
2805208,Pinhão - SE,25.32
2805307,Pirambu - SE,19.09
2805406,Poço Redondo - SE,24.56
2805505,Poço Verde - SE,29.06
2805604,Porto da Folha - SE,28.1
2805703,Propriá - SE,17.21
2805802,Riachão do Dantas - SE,36.81
2805901,Riachuelo - SE,28.1
2806008,Ribeirópolis - SE,21.15
2806107,Rosário do Catete - SE,16.43
2806206,Salgado - SE,24.11
2806305,Santa Luzia do Itanhy - SE,35.52
2806404,Santana do São Francisco - SE,18.3
2806503,Santa Rosa de Lima - SE,37.66
2806602,Santo Amaro das Brotas - SE,29.02
2806701,São Cristóvão - SE,13.32
2806800,São Domingos - SE,27.27
2806909,São Francisco - SE,23.56
2807006,São Miguel do Aleixo - SE,35.76
2807105,Simão Dias - SE,20.05
2807204,Siriri - SE,30.44
2807303,Telha - SE,24.8
2807402,Tobias Barreto - SE,25.64
2807501,Tomar do Geru - SE,43.97
2807600,Umbaúba - SE,22.16
2900108,Abaíra - BA,14.61
2900207,Abaré - BA,28.64
2900306,Acajutiba - BA,25.3
2900355,Adustina - BA,23.8
2900405,Água Fria - BA,27.57
2900504,Érico Cardoso - BA,16.81
2900603,Aiquara - BA,29.05
2900702,Alagoinhas - BA,15.79
2900801,Alcobaça - BA,27.77
2900900,Almadina - BA,27.17
2901007,Amargosa - BA,23.45
2901106,Amélia Rodrigues - BA,18.77
2901155,América Dourada - BA,29.31
2901205,Anagé - BA,18.38
2901304,Andaraí - BA,30.49
2901353,Andorinha - BA,28.94
2901403,Angical - BA,28.08
2901502,Anguera - BA,25.82
2901601,Antas - BA,28.77
2901700,Antônio Cardoso - BA,30.35
2901809,Antônio Gonçalves - BA,22.97
2901908,Aporá - BA,26.36
2901957,Apuarema - BA,26.14
2902005,Aracatu - BA,28.88
2902054,Araçás - BA,27.65
2902104,Araci - BA,24.33
2902203,Aramari - BA,20.74
2902252,Arataca - BA,33.72
2902302,Aratuípe - BA,32.95
2902401,Aurelino Leal - BA,35.09
2902500,Baianópolis - BA,27.26
2902609,Baixa Grande - BA,32.56
2902658,Banzaê - BA,30.57
2902708,Barra - BA,41.19
2902807,Barra da Estiva - BA,16.21
2902906,Barra do Choça - BA,18.73
2903003,Barra do Mendes - BA,22.47
2903102,Barra do Rocha - BA,33.71
2903201,Barreiras - BA,11.76
2903235,Barro Alto - BA,20.03
2903276,Barrocas - BA,19.11
2903300,Barro Preto - BA,33.54
2903409,Belmonte - BA,26.22
2903508,Belo Campo - BA,21.23
2903607,Biritinga - BA,25.02
2903706,Boa Nova - BA,23.97
2903805,Boa Vista do Tupim - BA,37.41
2903904,Bom Jesus da Lapa - BA,18.96
2903953,Bom Jesus da Serra - BA,31.32
2904001,Boninal - BA,14.18
2904050,Bonito - BA,21.62
2904100,Boquira - BA,31.65
2904209,Botuporã - BA,24.48
2904308,Brejões - BA,27.46
2904407,Brejolândia - BA,23.79
2904506,Brotas de Macaúbas - BA,29.67
2904605,Brumado - BA,16.19
2904704,Buerarema - BA,28.1
2904753,Buritirama - BA,35.94
2904803,Caatiba - BA,24.33
2904852,Cabaceiras do Paraguaçu - BA,25.26
2904902,Cachoeira - BA,19.08
2905008,Caculé - BA,16.4
2905107,Caém - BA,26.08
2905156,Caetanos - BA,21.42
2905206,Caetité - BA,17.99
2905305,Cafarnaum - BA,33.32
2905404,Cairu - BA,18.33
2905503,Caldeirão Grande - BA,32.68
2905602,Camacan - BA,23.55
2905701,Camaçari - BA,9.98
2905800,Camamu - BA,28.36
2905909,Campo Alegre de Lourdes - BA,32.0
2906006,Campo Formoso - BA,21.13
2906105,Canápolis - BA,25.37
2906204,Canarana - BA,22.45
2906303,Canavieiras - BA,34.74
2906402,Candeal - BA,25.84
2906501,Candeias - BA,19.93
2906600,Candiba - BA,23.24
2906709,Cândido Sales - BA,18.32
2906808,Cansanção - BA,21.52
2906824,Canudos - BA,28.6
2906857,Capela do Alto Alegre - BA,22.83
2906873,Capim Grosso - BA,20.17
2906899,Caraíbas - BA,25.17
2906907,Caravelas - BA,30.69
2907004,Cardeal da Silva - BA,21.07
2907103,Carinhanha - BA,29.45
2907202,Casa Nova - BA,26.32
2907301,Castro Alves - BA,21.02
2907400,Catolândia - BA,44.82
2907509,Catu - BA,19.81
2907558,Caturama - BA,26.53
2907608,Central - BA,32.45
2907707,Chorrochó - BA,27.07
2907806,Cícero Dantas - BA,31.1
2907905,Cipó - BA,18.65
2908002,Coaraci - BA,27.96
2908101,Cocos - BA,24.91
2908200,Conceição da Feira - BA,19.05
2908309,Conceição do Almeida - BA,17.83
2908408,Conceição do Coité - BA,15.32
2908507,Conceição do Jacuípe - BA,16.58
2908606,Conde - BA,26.39
2908705,Condeúba - BA,21.94
2908804,Contendas do Sincorá - BA,18.18
2908903,Coração de Maria - BA,19.58
2909000,Cordeiros - BA,21.07
2909109,Coribe - BA,27.59
2909208,Coronel João Sá - BA,35.57
2909307,Correntina - BA,28.63
2909406,Cotegipe - BA,37.89
2909505,Cravolândia - BA,29.34
2909604,Crisópolis - BA,28.5
2909703,Cristópolis - BA,30.22
2909802,Cruz das Almas - BA,14.1
2909901,Curaçá - BA,23.36
2910008,Dário Meira - BA,36.01
2910057,Dias d'Ávila - BA,11.57
2910107,Dom Basílio - BA,17.68
2910206,Dom Macedo Costa - BA,21.31
2910305,Elísio Medrado - BA,28.82
2910404,Encruzilhada - BA,29.12
2910503,Entre Rios - BA,20.76
2910602,Esplanada - BA,20.04
2910701,Euclides da Cunha - BA,27.64
2910727,Eunápolis - BA,11.64
2910750,Fátima - BA,27.57
2910776,Feira da Mata - BA,23.66
2910800,Feira de Santana - BA,11.0
2910859,Filadélfia - BA,38.03
2910909,Firmino Alves - BA,26.53
2911006,Floresta Azul - BA,28.22
2911105,Formosa do Rio Preto - BA,26.44
2911204,Gandu - BA,25.1
2911253,Gavião - BA,26.63
2911303,Gentio do Ouro - BA,20.4
2911402,Glória - BA,23.91
2911501,Gongogi - BA,35.03
2911600,Governador Mangabeira - BA,23.05
2911659,Guajeru - BA,15.68
2911709,Guanambi - BA,14.51
2911808,Guaratinga - BA,25.74
2911857,Heliópolis - BA,34.28
2911907,Iaçu - BA,26.73
2912004,Ibiassucê - BA,16.95
2912103,Ibicaraí - BA,27.01
2912202,Ibicoara - BA,10.47
2912301,Ibicuí - BA,24.13
2912400,Ibipeba - BA,31.35
2912509,Ibipitanga - BA,20.55
2912608,Ibiquera - BA,39.7
2912707,Ibirapitanga - BA,33.27
2912806,Ibirapuã - BA,27.21
2912905,Ibirataia - BA,27.92
2913002,Ibitiara - BA,25.71
2913101,Ibititá - BA,28.88
2913200,Ibotirama - BA,23.32
2913309,Ichu - BA,12.69
2913408,Igaporã - BA,20.44
2913457,Igrapiúna - BA,38.41
2913507,Iguaí - BA,33.69
2913606,Ilhéus - BA,16.08
2913705,Inhambupe - BA,21.73
2913804,Ipecaetá - BA,48.79
2913903,Ipiaú - BA,20.72
2914000,Ipirá - BA,28.03
2914109,Ipupiara - BA,27.06
2914208,Irajuba - BA,24.09
2914307,Iramaia - BA,25.35
2914406,Iraquara - BA,22.78
2914505,Irará - BA,21.19
2914604,Irecê - BA,15.1
2914653,Itabela - BA,19.97
2914703,Itaberaba - BA,23.36
2914802,Itabuna - BA,15.31
2914901,Itacaré - BA,22.66
2915007,Itaeté - BA,22.69
2915106,Itagi - BA,43.54
2915205,Itagibá - BA,20.95
2915304,Itagimirim - BA,19.86
2915353,Itaguaçu da Bahia - BA,30.09
2915403,Itaju do Colônia - BA,29.41
2915502,Itajuípe - BA,28.31
2915601,Itamaraju - BA,20.21
2915700,Itamari - BA,31.03
2915809,Itambé - BA,24.37
2915908,Itanagra - BA,30.19
2916005,Itanhém - BA,22.15
2916104,Itaparica - BA,23.05
2916203,Itapé - BA,31.08
2916302,Itapebi - BA,24.8
2916401,Itapetinga - BA,14.96
2916500,Itapicuru - BA,37.77
2916609,Itapitanga - BA,26.35
2916708,Itaquara - BA,35.09
2916807,Itarantim - BA,26.9
2916856,Itatim - BA,24.45
2916906,Itiruçu - BA,23.49
2917003,Itiúba - BA,31.36
2917102,Itororó - BA,21.33
2917201,Ituaçu - BA,17.18
2917300,Ituberá - BA,23.27
2917334,Iuiu - BA,35.42
2917359,Jaborandi - BA,27.13
2917409,Jacaraci - BA,18.6
2917508,Jacobina - BA,17.67
2917607,Jaguaquara - BA,21.82
2917706,Jaguarari - BA,28.49
2917805,Jaguaripe - BA,25.91
2917904,Jandaíra - BA,23.07
2918001,Jequié - BA,17.58
2918100,Jeremoabo - BA,26.74
2918209,Jiquiriçá - BA,21.79
2918308,Jitaúna - BA,29.0
2918357,João Dourado - BA,21.02
2918407,Juazeiro - BA,12.8
2918456,Jucuruçu - BA,23.46
2918506,Jussara - BA,33.21
2918555,Jussari - BA,34.33
2918605,Jussiape - BA,13.58
2918704,Lafaiete Coutinho - BA,21.16
2918753,Lagoa Real - BA,19.14
2918803,Laje - BA,24.15
2918902,Lajedão - BA,23.98
2919009,Lajedinho - BA,26.08
2919058,Lajedo do Tabocal - BA,27.61
2919108,Lamarão - BA,31.33
2919157,Lapão - BA,28.87
2919207,Lauro de Freitas - BA,8.45
2919306,Lençóis - BA,21.49
2919405,Licínio de Almeida - BA,17.74
2919504,Livramento de Nossa Senhora - BA,17.27
2919553,Luís Eduardo Magalhães - BA,6.2
2919603,Macajuba - BA,35.41
2919702,Macarani - BA,31.31
2919801,Macaúbas - BA,24.03
2919900,Macururé - BA,33.28
2919926,Madre de Deus - BA,11.9
2919959,Maetinga - BA,29.25
2920007,Maiquinique - BA,24.98
2920106,Mairi - BA,27.34
2920205,Malhada - BA,35.61
2920304,Malhada de Pedras - BA,18.47
2920403,Manoel Vitorino - BA,18.47
2920452,Mansidão - BA,33.98
2920502,Maracás - BA,21.48
2920601,Maragogipe - BA,28.37
2920700,Maraú - BA,21.37
2920809,Marcionílio Souza - BA,31.32
2920908,Mascote - BA,26.56
2921005,Mata de São João - BA,18.5
2921054,Matina - BA,23.34
2921104,Medeiros Neto - BA,19.9
2921203,Miguel Calmon - BA,32.26
2921302,Milagres - BA,27.5
2921401,Mirangaba - BA,36.48
2921450,Mirante - BA,23.16
2921500,Monte Santo - BA,32.76
2921609,Morpará - BA,30.27
2921708,Morro do Chapéu - BA,24.96
2921807,Mortugaba - BA,23.15
2921906,Mucugê - BA,18.1
2922003,Mucuri - BA,19.31
2922052,Mulungu do Morro - BA,31.11
2922102,Mundo Novo - BA,35.48
2922201,Muniz Ferreira - BA,21.79
2922250,Muquém do São Francisco - BA,26.61
2922300,Muritiba - BA,19.47
2922409,Mutuípe - BA,24.33
2922508,Nazaré - BA,21.04
2922607,Nilo Peçanha - BA,28.31
2922656,Nordestina - BA,38.05
2922706,Nova Canaã - BA,25.99
2922730,Nova Fátima - BA,19.89
2922755,Nova Ibiá - BA,30.52
2922805,Nova Itarana - BA,23.23
2922854,Nova Redenção - BA,30.87
2922904,Nova Soure - BA,36.12
2923001,Nova Viçosa - BA,23.5
2923035,Novo Horizonte - BA,13.26
2923050,Novo Triunfo - BA,37.15
2923100,Olindina - BA,28.3
2923209,Oliveira dos Brejinhos - BA,26.3
2923308,Ouriçangas - BA,34.77
2923357,Ourolândia - BA,32.08
2923407,Palmas de Monte Alto - BA,32.08
2923506,Palmeiras - BA,14.89
2923605,Paramirim - BA,20.53
2923704,Paratinga - BA,21.32
2923803,Paripiranga - BA,29.75
2923902,Pau Brasil - BA,29.96
2924009,Paulo Afonso - BA,14.46
2924058,Pé de Serra - BA,20.67
2924108,Pedrão - BA,29.97
2924207,Pedro Alexandre - BA,45.61
2924306,Piatã - BA,16.27
2924405,Pilão Arcado - BA,38.44
2924504,Pindaí - BA,21.62
2924603,Pindobaçu - BA,24.44
2924652,Pintadas - BA,24.8
2924678,Piraí do Norte - BA,34.87
2924702,Piripá - BA,20.45
2924801,Piritiba - BA,29.52
2924900,Planaltino - BA,33.57
2925006,Planalto - BA,21.94
2925105,Poções - BA,23.45
2925204,Pojuca - BA,18.51
2925253,Ponto Novo - BA,32.34
2925303,Porto Seguro - BA,12.02
2925402,Potiraguá - BA,19.65
2925501,Prado - BA,22.05
2925600,Presidente Dutra - BA,29.43
2925709,Presidente Jânio Quadros - BA,25.28
2925758,Presidente Tancredo Neves - BA,28.37
2925808,Queimadas - BA,30.14
2925907,Quijingue - BA,28.31
2925931,Quixabeira - BA,27.23
2925956,Rafael Jambeiro - BA,35.12
2926004,Remanso - BA,30.03
2926103,Retirolândia - BA,19.63
2926202,Riachão das Neves - BA,28.43
2926301,Riachão do Jacuípe - BA,21.93
2926400,Riacho de Santana - BA,24.14
2926509,Ribeira do Amparo - BA,19.04
2926608,Ribeira do Pombal - BA,21.26
2926657,Ribeirão do Largo - BA,31.43
2926707,Rio de Contas - BA,16.18
2926806,Rio do Antônio - BA,24.61
2926905,Rio do Pires - BA,18.03
2927002,Rio Real - BA,26.28
2927101,Rodelas - BA,19.95
2927200,Ruy Barbosa - BA,30.4
2927309,Salinas da Margarida - BA,17.34
2927408,Salvador - BA,11.68
2927507,Santa Bárbara - BA,27.32
2927606,Santa Brígida - BA,34.81
2927705,Santa Cruz Cabrália - BA,18.01
2927804,Santa Cruz da Vitória - BA,19.49
2927903,Santa Inês - BA,26.94
2928000,Santaluz - BA,20.18
2928059,Santa Luzia - BA,40.76
2928109,Santa Maria da Vitória - BA,24.57
2928208,Santana - BA,30.7
2928307,Santanópolis - BA,27.56
2928406,Santa Rita de Cássia - BA,29.56
2928505,Santa Terezinha - BA,30.84
2928604,Santo Amaro - BA,20.53
2928703,Santo Antônio de Jesus - BA,12.84
2928802,Santo Estêvão - BA,19.47
2928901,São Desidério - BA,25.35
2928950,São Domingos - BA,16.65
2929008,São Félix - BA,19.26
2929057,São Félix do Coribe - BA,15.35
2929107,São Felipe - BA,28.75
2929206,São Francisco do Conde - BA,15.07
2929255,São Gabriel - BA,30.62
2929305,São Gonçalo dos Campos - BA,17.02
2929354,São José da Vitória - BA,31.07
2929370,São José do Jacuípe - BA,23.75
2929404,São Miguel das Matas - BA,30.08
2929503,São Sebastião do Passé - BA,22.17
2929602,Sapeaçu - BA,22.47
2929701,Sátiro Dias - BA,22.08
2929750,Saubara - BA,27.09
2929800,Saúde - BA,31.86
2929909,Seabra - BA,22.42
2930006,Sebastião Laranjeiras - BA,18.11
2930105,Senhor do Bonfim - BA,19.53
2930154,Serra do Ramalho - BA,21.29
2930204,Sento Sé - BA,26.67
2930303,Serra Dourada - BA,24.03
2930402,Serra Preta - BA,23.44
2930501,Serrinha - BA,17.56
2930600,Serrolândia - BA,25.61
2930709,Simões Filho - BA,14.15
2930758,Sítio do Mato - BA,25.97
2930766,Sítio do Quinto - BA,33.71
2930774,Sobradinho - BA,18.56
2930808,Souto Soares - BA,28.15
2930907,Tabocas do Brejo Velho - BA,28.98
2931004,Tanhaçu - BA,18.76
2931053,Tanque Novo - BA,35.45
2931103,Tanquinho - BA,28.16
2931202,Taperoá - BA,28.31
2931301,Tapiramutá - BA,30.31
2931350,Teixeira de Freitas - BA,15.81
2931400,Teodoro Sampaio - BA,24.88
2931509,Teofilândia - BA,25.63
2931608,Teolândia - BA,30.57
2931707,Terra Nova - BA,25.28
2931806,Tremedal - BA,28.66
2931905,Tucano - BA,25.91
2932002,Uauá - BA,22.05
